date,attention
2016-01-01,8.835501457409778
2016-01-02,9.044521887281242
2016-01-03,9.24753981296529
2016-01-04,9.298259670014065
2016-01-05,9.294589604421082
2016-01-06,9.187583384853566
2016-01-07,9.358674166481876
2016-01-08,9.207636720401869
2016-01-09,9.022443300849043
2016-01-10,9.023890304598448
2016-01-11,9.226705726062447
2016-01-12,9.206332350578643
2016-01-13,9.168058979719577
2016-01-14,9.158836529109067
2016-01-15,9.347054195292005
2016-01-16,9.269457976459272
2016-01-17,9.339876293325217
2016-01-18,9.438750032962892
2016-01-19,9.354094335620879
2016-01-20,9.284241179815718
2016-01-21,9.30228124567454
2016-01-22,9.222861652529854
2016-01-23,8.955060950631902
2016-01-24,9.046526486737967
2016-01-25,9.221873607789856
2016-01-26,9.206131527202128
2016-01-27,9.353401214816834
2016-01-28,9.387230538772931
2016-01-29,9.302007560502007
2016-01-30,8.997518369733845
2016-01-31,8.964439833539357
2016-02-01,9.125653563808989
2016-02-02,9.187071745036828
2016-02-03,9.18594521514146
2016-02-04,9.164401140034737
2016-02-05,9.013960457931187
2016-02-06,8.914491710191342
2016-02-07,9.006263883379198
2016-02-08,9.106756055719613
2016-02-09,9.145054905277552
2016-02-10,9.185842740375783
2016-02-11,9.176990392294629
2016-02-12,9.160834952072344
2016-02-13,9.022563964499264
2016-02-14,9.16711966952162
2016-02-15,9.448569560708433
2016-02-16,9.469005495357472
2016-02-17,9.435481925953065
2016-02-18,10.058095270762568
2016-02-19,9.722924448757036
2016-02-20,9.424483541093094
2016-02-21,9.421492310438014
2016-02-22,9.413036288021287
2016-02-23,9.332911924364364
2016-02-24,9.299541017434485
2016-02-25,9.28637505825218
2016-02-26,9.178540059426386
2016-02-27,9.051813463747946
2016-02-28,9.044521887281242
2016-02-29,9.202610573914242
2016-03-01,9.310728546007452
2016-03-02,9.251482315307358
2016-03-03,9.304194947447806
2016-03-04,9.136478523377727
2016-03-05,9.024733424190698
2016-03-06,9.115260165725912
2016-03-07,9.332380997885208
2016-03-08,9.284798282894192
2016-03-09,9.204925739274683
2016-03-10,9.154510487015513
2016-03-11,9.068546366358296
2016-03-12,8.887376485379763
2016-03-13,9.010547069270189
2016-03-14,9.364862411412354
2016-03-15,9.355133116877724
2016-03-16,9.217812386814884
2016-03-17,9.117896081584902
2016-03-18,9.025575833531088
2016-03-19,8.813884558025606
2016-03-20,8.913684824725294
2016-03-21,9.085683767376628
2016-03-22,9.138629524422182
2016-03-23,9.138629524422182
2016-03-24,9.190749722211178
2016-03-25,9.020026965252676
2016-03-26,8.866581653303996
2016-03-27,8.925853190420922
2016-03-28,9.104424146384634
2016-03-29,9.207235557022704
2016-03-30,9.166597449028265
2016-03-31,9.126632622902697
2016-04-01,9.047703788498627
2016-04-02,8.851663425366777
2016-04-03,8.987071812848821
2016-04-04,9.161045080251306
2016-04-05,9.280425979542871
2016-04-06,9.151757414543885
2016-04-07,9.156306483483696
2016-04-08,9.190749722211178
2016-04-09,8.88336291691676
2016-04-10,8.961622569542543
2016-04-11,9.263881138904212
2016-04-12,9.195632743103909
2016-04-13,9.231024963169016
2016-04-14,9.13108069099055
2016-04-15,9.001222992395064
2016-04-16,8.783089671796096
2016-04-17,8.890272839380247
2016-04-18,9.118882761487347
2016-04-19,9.23356849809539
2016-04-20,9.175334762777368
2016-04-21,9.453443401029997
2016-04-22,9.291182759820284
2016-04-23,9.004299728561636
2016-04-24,9.159047077588632
2016-04-25,9.26501793326688
2016-04-26,9.25349564229011
2016-04-27,9.207135241027235
2016-04-28,9.291274989472182
2016-04-29,9.07566546864958
2016-04-30,8.845921233304018
2016-05-01,8.91811465947453
2016-05-02,11.419691129110243
2016-05-03,10.722848794230309
2016-05-04,9.979985523508853
