date,attention
2015-07-01,10.15354563639122
2015-08-01,10.011669085380657
2015-09-01,10.18840330224294
2015-10-01,10.244414139506722
2015-11-01,10.530281232546052
2015-12-01,10.401622995485601
2016-01-01,10.335562134069491
2016-02-01,10.343579504787346
2016-03-01,10.467635909983954
2016-04-01,10.27667048672357
2016-05-01,10.374834029757805
2016-06-01,10.547234382800946
2016-07-01,10.272150354120187
2016-08-01,10.199918739620157
2016-09-01,10.310118647284261
2016-10-01,10.472968802094007
2016-11-01,10.776578465104064
2016-12-01,10.634026852313136
2017-01-01,10.68533218785736
2017-02-01,10.893270352648408
2017-03-01,10.737808721543033
2017-04-01,10.686201176455116
2017-05-01,10.786717758283793
2017-06-01,10.554614103833462
2017-07-01,10.373928586106643
2017-08-01,11.452655155377803
2017-09-01,10.815850581072302
2017-10-01,10.766082105406422
2017-11-01,10.681389398960881
2017-12-01,10.47121322343493
2018-01-01,10.525487757477535
2018-02-01,10.465129857127469
2018-03-01,10.794460476425993
2018-04-01,10.710655143391888
2018-05-01,10.767558244937659
2018-06-01,10.544577989460558
2018-07-01,10.675838627525664
2018-08-01,10.763186768676764
2018-09-01,10.577783153410712
2018-10-01,10.786924459539204
2018-11-01,10.826495672157808
2018-12-01,10.67239134549532
2019-01-01,10.575308946381321
2019-02-01,10.50810402068251
2019-03-01,10.680171330023866
2019-04-01,10.6121635347137
2019-05-01,10.57234204052703
2019-06-01,10.544525316297522
2019-07-01,10.472685852626894
2019-08-01,10.545183531504994
2019-09-01,10.490023435536594
2019-10-01,10.75122103231314
2019-11-01,10.797982472039825
2019-12-01,10.663358365138981
2020-01-01,10.588350513508376
2020-02-01,10.735809546623079
2020-03-01,10.730815914562093
2020-04-01,10.88494785639338
2020-05-01,10.789958047997803
2020-06-01,10.92442654647573
2020-07-01,10.678191678348384
2020-08-01,10.576253438404207
2020-09-01,10.63137426689997
2020-10-01,10.871117577739867
2020-11-01,10.768148091173424
2020-12-01,10.500013694491647
2021-01-01,10.856611534455633
2021-02-01,10.647708003280075
2021-03-01,10.68384400716945
2021-04-01,10.567566310598727
2021-05-01,10.530120929037734
2021-06-01,10.433703954094051
2021-07-01,10.371770953036444
2021-08-01,10.392190259214349
2021-09-01,10.504382373390987
2021-10-01,10.610537638265065
2021-11-01,10.487823827237893
2021-12-01,10.379100420546374
2022-01-01,10.52993387579382
2022-02-01,10.681343461023028
2022-03-01,10.890944791838075
2022-04-01,10.800269214022057
2022-05-01,10.864503053189791
2022-06-01,10.390993370980501
2022-07-01,10.209095492271228
2022-08-01,10.286809295958603
2022-09-01,10.38303920399699
2022-10-01,10.545341438708522
2022-11-01,10.695280253553513
2022-12-01,10.517510353630083
2023-01-01,10.475850322817688
2023-02-01,10.372052647587516
2023-03-01,10.50012383271523
2023-04-01,10.36567949988784
2023-05-01,10.427801794482674
2023-06-01,10.273290940090206
2023-07-01,10.295293125858327
2023-08-01,10.336600252573104
2023-09-01,10.353224696920396
2023-10-01,10.542811926398567
2023-11-01,10.517807952550102
2023-12-01,10.394365538492423
2024-01-01,10.529639864271795
2024-02-01,10.47861104348485
2024-03-01,10.613860513761141
2024-04-01,10.573903321093981
2024-05-01,10.603436548215
2024-06-01,10.313973369101156
2024-07-01,10.46851723031563
2024-08-01,10.804664646600235
2024-09-01,10.57380101668713
2024-10-01,10.610932037796898
2024-11-01,10.62035125971339
2024-12-01,7.064759027791802
